rating,review,sentimen
1,karena hujan makanya saya ngegofood eh drivernya malah neduh ngechat cs tapi sama bot,negatif
5,sering sering kasih promosi ya,positif
2,ga ada angin gak ada hujan gopaylater di blokir dan di buka lagi hadeh,negatif
5,ok banyak bgt promonya,positif
1,apk gajelas peduli apa,negatif
5,simple cepat pas,positif
1,go ojek gak jelas gw d blokir cm gara gara ngebeliin pulsa anak gw suka tiba ngeblokir dgn alasan yg gak jelas alasannya pengecekan rutin kkocak,negatif
1,orde jam cancel semuakalau g niat mending di rumah aja,negatif
1,tidak bisa menghapus dan ganti metode pembayaran gopay,negatif
5,mantappermudah sekali,positif
5,camkoha,positif
1,kemarin masih bisa masuknya kenapa sekarang mau masuknya susah,negatif
5,terbantu banget aplikasi ini tidak ngelag kalau pesan gojek,positif
5,dari cengkareng ke halim pulangpulang dapet rating meski hati kerangkeng karena kurang alim mau diulangulang ibadah jangan pangling,positif
4,okok,positif
1,pesan order sering dapat driver padahal cuma klik kali pemesanan kasian mitra driver kalian ke lokasi jemput jadi tekor bensin mereka,negatif
5,ketika pas tidak ada kendaraan pribadi gojek memudahkan transportasi ke tempat tujuan dg cepat terimakasih gojek,positif
1,saya kasih bintang karena paylater dan pinjam saya tidak pernah bisa di acc jika di setujui saya akan berikan bintang lagi,negatif
1,makin parah pelayanannya kecewa,negatif
1,selalu kalo mencari driver sampai menit padahal makanan saya sudah jadi,negatif
1,qr krl kenapa malah gabisa dibuka dengan alasan ramai jd bikin susah sudah pesan tiket nya malah sia sia,negatif
5,mantan pelayanan prima,positif
5,sangat membantu dengan adanya gofood apalagi untuk anak yg jauh disana,positif
1,applikasi nya sangat jelek sekaliterutama di bagian gofood nya pesan makanan menit baru kelar dimasak dan diantar juga lambatudah keburu kenyang lagi karena lama nunggu nya,negatif
5,banyakin promonya plis,positif
5,gojek jaya selalu,positif
5,aplikasi ini sangat membantu,positif
5,bermanfaat,positif
5,oke banget diskonnya,positif
1,kebanyakan driver pada nolak jemputan,negatif
1,supir gojek ga ramah judes galak jutek gatau jalan gamau nolongin saya sebagian supirnya supirnya perhitungan gojek supirnya dtgnya lama bgt gojek di cancelin mulu apk gojek lemot mulu tarif gojek haarganya mahal banget lagi parah makin down heh gojek asal kalian tau warga warga pada ga suka warga warga pada ngeluh sama saya sy jadi pusing gojek ga jelas bgt skrg mah gojek jgn salah salahin sy mulu gojek salah salahin sy mlu gila kali gojek ga ada etitutnya gojek ada etitutnya dong,negatif
5,karena bisa mengajukan pinjaman juga,positif
5,trima kasih atas pelayanan cukup memuaskan,positif
3,kalo main game apa apa tiba tiba masuk ke gojekpadahal gak dipencet,negatif
5,pelayanannya sih bagus tetapi kadang suka ngeleg ngelag,positif
1,nga bisa pake playleter,negatif
5,eror terus udh top up ga bisa dapake,negatif
5,recommended,positif
5,pelayanannya oke,positif
5,sdh oke apalagi sdh terkoneksi dgn gopay jadi mudah pembayara,positif
5,mantap cuman kadang ketemu driver yang gak punya adab,positif
5,membantu untuk pesan makan,positif
4,kalau ada apa sebelumnya harus ada notifikasi ya biar lebih baik dari sebelumnya its ok,positif
5,siap siaga mengantar dg nyaman,positif
1,top up luama masuknya,negatif
1,males banget pake gofood beberapa detik aja gabisa buat ganti menu bukan dibatalin cuman ganti menu tau kalau bukan karena alergi atau gasuka sama menunya buat apa saya minta diganti jadi percuma makanannya,negatif
2,tolong berikan saya arahan untuk menghapus alamat di gojek prosedur harus bagaimana,negatif
1,sering batal ga ada driver yang mau ambil orderan harusnya ada sistem pengurangan poin,negatif
1,guys ternyata aplikasi ini gak gratis karena setiap kita order dikenakan biaya sewa biaya tambahan aplikasi sebesar ss untuk transportasi motor sd untuk mobil dan ini yg menjadi kekisruhan antara driver dengan aplikator,negatif
3,apknya bagus pesan makanan di gofood sudah nunggu lama sudah sangat lapar eh ga taunya ga dapat driver udah gitu mau pesan lagi ongkirnya udah berubah naik kecewa banget,negatif
5,sangat ramah,positif
1,sekalinya erorr menyebalkan dan memuakkan,negatif
5,goodlah poko nye,positif
2,percuma ada bayar expres tetap aja datangnya lama,negatif
5,keren membantu dalam perjalanan saya supaya lebih cepat sampai,positif
5,aplikasi yg sangat membantu dan memudahkan pengguna di era milenial ini,positif
5,ramah dan nyaman,positif
1,aplikasinya aneh titik jemput dan titik tujuannya tertukar padahal saya buru buru malah ditukar kasian drivernya yang udah sampe di titik tujuan kirain itu titik jemput tolong diperbaiki,negatif
5,sip oke aplikasinya enak fiturnya tidak rumit amat,positif
1,aplikasi gak tekan pemesanan tapi langsung di pesan sendiri,negatif
1,ga kurang ga lebih kecewa maintenence terlalu lama ga sekalian di tutup aja itu aplikasinya,negatif
1,segala cara pembayaran dilakuin otomatis biar bs langganan terus ya wkwk bln langganan goplus gaada benefitnya sama sekali cuma buang uang aja,negatif
1,driver pada sibuk semua pesan berulang kali batal terus apalagi pas musim hujan sangat tidak bisa diandalkan,negatif
5,josspar,positif
5,mantap amazing keren,positif
4,kenapa kalau mau bikin ulasan yg agak panjang gabisa di scroll kebawah buat send ulasannya,positif
1,driver tolol,negatif
1,suka di marahin driver gara aplikasi ini potongan nya gede kita cs sering di marahin driver gara tarif murah,negatif
5,aplikasi aman lengkap banyak promonya sip wes,positif
1,driver lama gak ada yg mau ambil,negatif
5,on time dan hati hati,positif
1,jogja dikit doang drivernya apaan nunggu jam,negatif
5,bagus banget sangat membantu,positif
1,enak tarif cuma goceng,positif
1,nomor baru langsung terblokir,negatif
5,iyu,positif
5,drivernya baik sopan dan sabar menunggunya mantap pt gojek semakin jaya driver memang andal,positif
5,good driver,positif
1,apasih bejir udh pake prioritas gadapet dapet,negatif
5,makasih yasangat terbantu,positif
4,pokoknya okeh bgt deh,positif
1,wey klo aplikasi melibatkan uang tapi kacau sekali lagi transaksi malah pending payah,negatif
5,bagi mitra gosendyang mau kirim paketkalau nulis alamat sekalian kasih patokannya dong kita kita pengemudi gak bingung nyari alamatnyatembusan buat admin gojek sekalian dong bikin menu tambahan buat alamatnya biar ada patokannya,positif
1,pihak gojek maunya untung doank kasian driver gojek yg regurer orderannya kalah sama gojek gocengslotmembersama even,negatif
5,terimakasih sudah mempermudah transportasi,positif
1,aplikasi yg ga punya no tlp coustemer service padahal banyak masalah,negatif
5,lbh cepat dr aplikasi sebelah,positif
1,ongkir makin mahal ga cocokaturan beli makanan malah beli ongkir,negatif
1,gofood mahal  orderan dominan masuk kegoceng n slot,negatif
5,semua urusan jd lancar dg gojek,positif
5,sangat bermanfaat sekali,positif
1,gojek tolol terlalu manjain cs dari pada driver,negatif
1,padahal baru daftar sudah diminta masukan go to pin sy mana tau go to pin nya berapa jadi menurut sy aplikasi ini mengada ngada dan ribet,negatif
3,aplikasi kurang membantu customer chat cs ribet dan sering ke kick,negatif
1,saya uninstall gojek terwakilkan dengan ulasan yg sudah ada sorry terima kasih,negatif
5,efektifitas baik,positif
1,driver nya banyak yang bermasalah maling dan lain lain palang otomatis aja di terobos payah aplikator driver nya bermasalah,negatif
1,jelek ganti nomor juga percuma kayak buruk bangt customer service merasa difitnah saya kayak gini tidak ada bukti jelas apa kesalahn penggunaan saya yg sekedar msen makan dan mesen gojek untuk pergi apk menyusahkan,negatif
5,bener bener gila gojak ga habir pikir masa jarak hampir km cuma tapi kasian juga abang ojolnya jadi aku tambahin gila bener promonyathe best lah gojak,positif
5,sangat aman dan bagus,positif
2,lemot jadi lemot payah,negatif
5,terbaik diskon terbaik,positif
5,cepat tepat waktu,positif
5,bener membantu sekali,positif
4,ramah dan sabar,positif
5,mantaplayanan cepat,positif
1,aplikasi nya bagus sayang ke driver nya gak sama seperti ke customer,negatif
5,asik bs bebagi wlau sdkit asal ikhlas,positif
2,harga gofood mahal semua dan ongkos nya sangat mahal kadang lagi butuh driver driver nya lama sampai,negatif
5,nyaman dan aman,positif
5,lebih mudah dalam pengiriman,positif
5,aman nyaman da cepat,positif
5,gojek yess,positif
1,beli makan telat  jam gabisa dibatalin pula auto asam lambung,negatif
1,perbaiki tu pelayaran gofoodnya udahnya dapet driver lama plus gabisa di cancel giliran udh capek nunggu dan ketiduran baru deh dapet driver gajelas,negatif
5,praktis,positif
5,oke sejauh ini tidak mengecewakan semoga nambah buat kesejahteraan drivernya supaya tambah semangat dan profesional lagi,positif
1,aplikasi tidak bisa dibuka mohon tolong dibantu sudah dicopot sudah install baru tetap tidak bisa busa terima kasih,negatif
5,sopan rama,positif
5,permudah dalam mengantar konsumen sampai lokasi,positif
5,aplikasi yg sangat bagus dan sangat membantu sekali,positif
1,apaan ini gaji untuk ojolnya berkurang karena keserakahan perusahaannya ga kasian kah ke mereka,negatif
5,bisa datang lebih awal,positif
5,asal jgn sampe mengecewakan dan tingkatkan pelayanan lebih baik dan lebih cepat,positif
1,aplikasi bobrok,negatif
1,sangsi dong buat driver yang batalin gofood percuma bayar expres kalo datang nya ampe jam lebih ini udah sering terjadi bukan sekali atau kali,negatif
5,ok banget dan memasyarakat untuk ekonomi awam,positif
1,makin kesini malah makin aneh ini aplikasi,negatif
1,gila ini aplikasi biaya edit gocar masa mahal bgd x ongkos biasanya padahal titik nya deket bgt,negatif
1,penanganan soal salah pesanan lambat sekali saya kecewa,negatif
3,saya mesen gocar dicancel semua,negatif
5,sigap dan cepat,positif
1,good pemakan gaji mitra,negatif
5,mantap aplikasi trasfot nya,positif
5,sewa mobil murah di mataram lomboklepas kunci dan sewa supir,positif
5,bagus soalnya dapet driver cepet,positif
5,sangat membantu setiap perjalanan driver nya mantap semuanya ramah baik kereen,positif
1,gofood nya skrg knapa ya ga sesuai estimasi dah nunggu lama tau tau di cancel sementara kita yg cancel sendiri ga bisa,negatif
5,hemat tepat cepat dan terpercaya,positif
1,aplikasi burukklo mau pesan apapun tolong saat klik pesan tanya kode pin lagi biar klo lagi error hp salah klik bisa cancel krn blm masukin kode pin,negatif
5,aman dan lancar sampai tujuan,positif
5,pakai gojek mudah kemanamana dan murah lagi saya selalu dapat promo dan diskon semakin ditingkatkan pelayanan nya yamaju terus,positif
1,aplikator bodo kalau kurang driver tambah lah konfirmasi yang sudah mendaftar masalahnya yang rugi menunggu itu yang sudah pesan makanan sudah jam sy menunggu malah dicancel karna tidak ada driver,negatif
1,jangan muncul terus mengganggu,negatif
1,customer bayar ongkir rb drivernya di kasi cuman rb dora oh dora sungguh tega qm ngambil potongan melebihi,negatif
1,pelayan cs parah baru juga saya make gopay simpan saldo akunnya tiba tiba kekunci ga jelas gojek,negatif
5,sangat membantu terimakasih gojek,positif
5,bagus dn trpercaya,positif
5,sudah baguss biasa aja ya,positif
1,brengsek ngisi saldo gk masuk udh tau urgent dikolom bantuan bilangnya topup masuk saldo bisa sampe hari di hari kerja hello gimn klo yg urgent disuruh nunggu hari,negatif
1,drivernya kok susah di cari ya padahal udah di kota taik emanh,negatif
5,cukup membantu bila sdang mau keperluan mendadak cukup pakai gojek trims,positif
5,best of the best,positif
5,cepat harga terjangkau,positif
1,ga bisa nambahin alamat gajelas,negatif
5,bagus cepat dan menyenangkan,positif
5,alhamdulillah banyak dibantu simbiosis mutualisme barakallah,positif
5,bagus aman buat dikendaraan dan perjalanan,positif
1,lagi buruburu eh malah dapet driver dgn motor listrik yg kecepatan mengemudi maksimalnya hanya sekitar kmjam padahal sudah setting goride comfort dengan harapan dapat pcxnmaxvario agar bisa lebih cepat sampai hh,negatif
5,membantu pekerjaan sehari hari,positif
1,pesen mkan udah nunggu jam lebih tau d cancel giliran kita yg cancel ga bisa bknnya nambah bener aplikasi malah nambah bosok,negatif
5,lembih gampang blanja,positif
2,tarif pulang trlalu mahal,negatif
1,saya pengguna gojek uda lama tapi baru sadar di kalo aplikasi ini jelek dan merepotkan kalo lagi bermasalah padahal gara sistemnya dia yg error cara menangani masalah juga gak sigap banyak alasan ini itu dan gak membantu sama sekali beda banget sama apk sebelah yg gercep dan gak bertele bukannya makin maju malah mundur,negatif
1,mengecewakan sudah lama pake aplikasi gojek tapi pelayanannya mengecewakan,negatif
1,lagi banyak promo ongkir mahal langganan plus biar dapat diskon ongkir udah langganan plus promo malah pada ngilang cek akun gojek temen yang ngga langganan plus promo masih banyak jangan gitu lah bang sini loyal langganan plus malah gadikasih promo makan nih rasengan,negatif
1,untuk apa gunanya ada apk kek gini kalo ojol atau draiver nya aja males ngambil pesanan udah berapa kali saya pesen makan di cancel terus gara draiver nya gak mau ambil orderan untuk apa memperkerjakan orang seperti itu dan untuk apa guna nya ada apk kek gini kalo ujung nya tetep jalan sendiri utk beli makanan,negatif
1,disandra gk boleh tutup akun aneh dn lucu,negatif
1,sulit membatalkan pencarian,negatif
5,udh mulai pkai gojek gkperna kecewa,positif
2,promonya sedikit,negatif
5,terimakasih alhamdulillahiladzi binimati tathimushalihat good job thank you very much jazaakummullah khoiron katsiron barakallahu fiikum aamin,positif
1,goffod tidak jelas pesan dengan layanan express malah datengnya kayak hemat padahal biaya kirim hampir x lipat tapi sampai nya bisa  x lipat dari estimasi udah gitu gaada kompensasi sangat tidak bertanggungjawab,negatif
5,driver ya enak ramah,positif
5,mantap mempermudah,positif
1,kok aneh di chatan gojek kenapa bisa masuk aplikasi lain ya,negatif
5,paling rekoment,positif
5,terbaiik,positif
5,yap like it,positif
5,beuh,positif
3,hati kalau pesan di aplikasi gojek gomart niat saya cuma mau ngecek saya masukan item di keranjang tapi malah jadi transaksi pembelian dan ket item akan di kirim saya ingin lihat transaksinya tp tidak terlihat setelah barang datang baru terlihat ternyata ongkir nya mahal sekali baru ini saya belanja online aplikasi nya tidak bagus sekali sangat mengecewakan kenapa tidak ada pin saat ada transaksi tahu pesanan di kirim aja,negatif
5,baru nyoba mudahmudahan kedepannya bagus,positif
5,mantab jek,positif
5,banyakin diskon nya tapi tolong kurangi iklan di game,positif
5,makin mudah sekarang pake gojek,positif
4,tlong driver di perhatikan labih baik lagi kesejahteraan nya,positif
1,baru kali ini saya merasa kecewa dgn aplikasi gojek saya hanya melakukan psnn gocar x awalnya saya dpt driver sebut saja a lngsng saya kirim pesan di aplikasi utk menerangkan lokasi penjmptn saya tiba driver berganti begitu saja yg saya pikir memang mlkukan cancel trhdp ordrn saya lanjut saya dpt driver b dan saya diantar smpai tujuan tpi stlh proses pngantrn slsai di aplikasi lngsung brubah yg menunjukkan bahwa ada driver yg sdh ada dititik jmpt saya awal pdhl saya tdk ada orderan,negatif
